year,month,CARD_SIDO_NM,STD_CLSS_NM,CSTMR_CNT,AMT,CNT,AGE_10s,AGE_20s,AGE_30s,AGE_40s,AGE_50s,AGE_60s,AGE_70s,SEX_CTGO_CD_1,SEX_CTGO_CD_2,FLC_1,FLC_2,FLC_3,FLC_4,FLC_5,거주민_False,거주민_True
2019,3,전북,차량용 주유소 운영업,265615,28318602042,439028,3.0,311.0,1025.0,1450.0,1525.0,926.0,178.0,3954.0,1464.0,361.0,1137.0,993.0,1823.0,1104.0,3863.0,1555.0
2019,3,전북,체인화 편의점,501722,8852153326,1223206,76.0,1974.0,1866.0,1967.0,1471.0,678.0,197.0,5190.0,3039.0,2064.0,2086.0,1314.0,1890.0,875.0,6337.0,1892.0
2019,3,전북,택시 운송업,10,453000,12,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0
2019,3,전북,피자 햄버거 샌드위치 및 유사 음식점업,124104,1924856026,180630,37.0,853.0,458.0,389.0,274.0,91.0,27.0,1259.0,870.0,884.0,503.0,269.0,355.0,118.0,1057.0,1072.0
2019,3,전북,한식 음식점업,598357,28782801427,875340,48.0,1649.0,1900.0,2337.0,2271.0,1267.0,264.0,6031.0,3705.0,1688.0,2161.0,1597.0,2759.0,1531.0,7552.0,2184.0
2019,3,전북,호텔업,71,6368980,124,0.0,0.0,1.0,0.0,4.0,3.0,3.0,6.0,5.0,0.0,1.0,0.0,4.0,6.0,0.0,11.0
2019,3,전북,화장품 및 방향제 소매업,24232,1140644499,29807,17.0,181.0,87.0,114.0,84.0,43.0,26.0,189.0,363.0,186.0,118.0,63.0,116.0,69.0,95.0,457.0
2019,3,전북,휴양콘도 운영업,1652,124456548,2401,0.0,18.0,55.0,113.0,78.0,27.0,2.0,192.0,101.0,19.0,66.0,91.0,88.0,29.0,206.0,87.0
2019,3,제주,건강보조식품 소매업,638,93076378,682,0.0,1.0,5.0,8.0,10.0,9.0,3.0,14.0,22.0,1.0,7.0,4.0,12.0,12.0,8.0,28.0
2019,3,제주,골프장 운영업,9417,1415478900,12943,0.0,4.0,39.0,48.0,87.0,33.0,13.0,155.0,69.0,3.0,49.0,36.0,90.0,46.0,164.0,60.0
2019,3,제주,과실 및 채소 소매업,14047,1073210801,18646,13.0,230.0,378.0,195.0,309.0,280.0,57.0,600.0,862.0,237.0,393.0,174.0,321.0,337.0,1398.0,64.0
2019,3,제주,관광 민예품 및 선물용품 소매업,9152,317364690,9914,51.0,240.0,328.0,261.0,285.0,194.0,17.0,618.0,758.0,288.0,357.0,219.0,301.0,211.0,1328.0,48.0
2019,3,제주,그외 기타 스포츠시설 운영업,362,10513000,650,1.0,2.0,3.0,10.0,2.0,6.0,0.0,14.0,10.0,3.0,7.0,4.0,4.0,6.0,5.0,19.0
2019,3,제주,그외 기타 종합 소매업,17110,2225449200,37137,0.0,9.0,44.0,29.0,34.0,17.0,5.0,76.0,62.0,9.0,48.0,23.0,36.0,22.0,92.0,46.0
2019,3,제주,기타 대형 종합 소매업,55280,5202216930,109366,5.0,214.0,405.0,292.0,289.0,135.0,22.0,731.0,631.0,224.0,424.0,252.0,305.0,157.0,1266.0,96.0
2019,3,제주,기타 외국식 음식점업,12694,492990058,15073,1.0,13.0,18.0,24.0,11.0,10.0,6.0,46.0,37.0,13.0,24.0,14.0,16.0,16.0,10.0,73.0
2019,3,제주,기타 주점업,4679,1210881958,6550,0.0,7.0,7.0,16.0,10.0,9.0,4.0,38.0,15.0,5.0,14.0,7.0,14.0,13.0,6.0,47.0
2019,3,제주,기타음식료품위주종합소매업,35112,2693599666,76956,4.0,53.0,199.0,135.0,173.0,65.0,11.0,333.0,307.0,55.0,209.0,120.0,180.0,76.0,553.0,87.0
2019,3,제주,내항 여객 운송업,5819,173681100,6512,0.0,226.0,255.0,155.0,201.0,77.0,2.0,470.0,446.0,216.0,274.0,138.0,209.0,79.0,882.0,34.0
2019,3,제주,마사지업,32,6330000,55,0.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0
2019,3,제주,면세점,73013,7585380787,113222,27.0,573.0,740.0,926.0,622.0,464.0,181.0,1809.0,1724.0,619.0,875.0,512.0,882.0,645.0,3469.0,64.0
2019,3,제주,비알콜 음료점업,62228,851943000,95864,22.0,306.0,402.0,329.0,290.0,135.0,13.0,720.0,777.0,323.0,451.0,266.0,309.0,148.0,1406.0,91.0
2019,3,제주,빵 및 과자류 소매업,61857,1138990533,89585,7.0,161.0,264.0,142.0,160.0,42.0,9.0,310.0,475.0,164.0,276.0,128.0,166.0,51.0,695.0,90.0
2019,3,제주,서양식 음식점업,73696,2078699535,98562,42.0,443.0,531.0,276.0,279.0,73.0,9.0,739.0,914.0,478.0,558.0,248.0,287.0,82.0,1562.0,91.0
2019,3,제주,수산물 소매업,14584,1057152001,18529,1.0,346.0,474.0,326.0,347.0,208.0,17.0,793.0,926.0,332.0,523.0,276.0,363.0,225.0,1659.0,60.0
2019,3,제주,슈퍼마켓,154177,9649136698,415270,12.0,192.0,344.0,248.0,313.0,126.0,8.0,686.0,557.0,206.0,355.0,222.0,326.0,134.0,1148.0,95.0
2019,3,제주,스포츠 및 레크레이션 용품 임대업,16119,2383985965,20752,4.0,18.0,30.0,31.0,13.0,8.0,5.0,56.0,53.0,21.0,35.0,22.0,18.0,13.0,29.0,80.0
2019,3,제주,여관업,6779,577251470,8894,9.0,80.0,159.0,107.0,170.0,44.0,4.0,319.0,254.0,88.0,167.0,92.0,178.0,48.0,510.0,63.0
2019,3,제주,여행사업,609,25522820,640,0.0,22.0,45.0,20.0,54.0,8.0,1.0,78.0,72.0,22.0,46.0,19.0,54.0,9.0,139.0,11.0
2019,3,제주,욕탕업,6236,249226132,9122,0.0,32.0,32.0,40.0,43.0,19.0,4.0,96.0,74.0,32.0,37.0,31.0,47.0,23.0,103.0,67.0
2019,3,제주,육류 소매업,12462,873726656,17024,0.0,26.0,76.0,33.0,31.0,16.0,4.0,81.0,105.0,25.0,79.0,27.0,35.0,20.0,125.0,61.0
2019,3,제주,일반유흥 주점업,8344,2213526140,11913,0.0,21.0,33.0,36.0,53.0,15.0,3.0,118.0,43.0,17.0,40.0,28.0,58.0,18.0,93.0,68.0
2019,3,제주,일식 음식점업,20772,1306221228,23206,3.0,123.0,238.0,123.0,177.0,71.0,10.0,392.0,353.0,129.0,244.0,107.0,184.0,81.0,664.0,81.0
2019,3,제주,자동차 임대업,5981,369335471,6700,0.0,145.0,242.0,179.0,188.0,60.0,2.0,484.0,332.0,144.0,262.0,152.0,196.0,62.0,789.0,27.0
2019,3,제주,전시 및 행사 대행업,9465,323680523,11627,29.0,130.0,309.0,266.0,283.0,107.0,2.0,558.0,568.0,150.0,341.0,226.0,300.0,109.0,1061.0,65.0
2019,3,제주,정기 항공 운송업,20677,3333230857,21705,1.0,354.0,425.0,421.0,293.0,181.0,18.0,881.0,812.0,366.0,480.0,296.0,352.0,199.0,1646.0,47.0
2019,3,제주,중식 음식점업,26397,869569329,31881,3.0,26.0,47.0,36.0,38.0,17.0,7.0,112.0,62.0,28.0,52.0,27.0,43.0,24.0,92.0,82.0
2019,3,제주,차량용 가스 충전업,6593,586449324,9358,0.0,12.0,57.0,46.0,28.0,12.0,6.0,110.0,51.0,13.0,62.0,35.0,33.0,18.0,95.0,66.0
2019,3,제주,차량용 주유소 운영업,112050,9018242224,168424,1.0,199.0,407.0,334.0,323.0,162.0,17.0,905.0,538.0,202.0,439.0,262.0,361.0,179.0,1354.0,89.0
2019,3,제주,체인화 편의점,310140,6121420527,777863,102.0,748.0,805.0,861.0,577.0,340.0,21.0,1921.0,1533.0,842.0,974.0,585.0,692.0,361.0,3354.0,100.0
2019,3,제주,피자 햄버거 샌드위치 및 유사 음식점업,62106,1015707494,89183,12.0,309.0,365.0,273.0,166.0,51.0,9.0,647.0,538.0,325.0,388.0,230.0,182.0,60.0,1093.0,92.0
2019,3,제주,한식 음식점업,356097,20571767495,540821,26.0,691.0,789.0,857.0,657.0,476.0,91.0,1911.0,1676.0,710.0,936.0,597.0,777.0,567.0,3487.0,100.0
2019,3,제주,호텔업,3752,1128726292,5023,0.0,25.0,183.0,125.0,78.0,26.0,9.0,242.0,204.0,27.0,200.0,101.0,83.0,35.0,383.0,63.0
2019,3,제주,화장품 및 방향제 소매업,10676,615875088,13205,7.0,59.0,66.0,33.0,24.0,8.0,5.0,52.0,150.0,66.0,69.0,26.0,28.0,13.0,129.0,73.0
2019,3,제주,휴양콘도 운영업,2295,561314005,3803,15.0,12.0,97.0,112.0,101.0,28.0,5.0,186.0,184.0,26.0,105.0,97.0,109.0,33.0,320.0,50.0
2019,3,충남,건강보조식품 소매업,7613,941441260,13051,0.0,9.0,74.0,169.0,304.0,302.0,146.0,422.0,582.0,9.0,79.0,140.0,328.0,448.0,826.0,178.0
2019,3,충남,골프장 운영업,9054,1315808320,12829,0.0,3.0,34.0,211.0,402.0,240.0,45.0,751.0,184.0,3.0,41.0,163.0,443.0,285.0,668.0,267.0
2019,3,충남,과실 및 채소 소매업,31282,1366915507,46064,1.0,51.0,233.0,366.0,436.0,360.0,83.0,826.0,704.0,55.0,258.0,265.0,509.0,443.0,944.0,586.0
2019,3,충남,관광 민예품 및 선물용품 소매업,1355,31275250,1751,3.0,37.0,21.0,31.0,28.0,19.0,1.0,78.0,62.0,37.0,27.0,26.0,30.0,20.0,46.0,94.0
2019,3,충남,그외 기타 분류안된 오락관련 서비스업,25,993000,26,0.0,0.0,2.0,6.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,6.0,0.0,0.0,7.0,1.0
2019,3,충남,그외 기타 스포츠시설 운영업,342,10557100,480,0.0,11.0,14.0,15.0,3.0,0.0,0.0,28.0,15.0,8.0,19.0,12.0,4.0,0.0,0.0,43.0
2019,3,충남,그외 기타 종합 소매업,24719,1682174190,55170,5.0,196.0,169.0,324.0,244.0,127.0,38.0,722.0,381.0,200.0,194.0,261.0,283.0,165.0,681.0,422.0
2019,3,충남,기타 대형 종합 소매업,185808,12001471170,383301,27.0,870.0,992.0,765.0,721.0,288.0,55.0,2116.0,1602.0,876.0,1055.0,602.0,842.0,343.0,2675.0,1043.0
2019,3,충남,기타 수상오락 서비스업,49,3629700,62,0.0,1.0,3.0,4.0,4.0,0.0,0.0,12.0,0.0,1.0,4.0,3.0,4.0,0.0,5.0,7.0
2019,3,충남,기타 외국식 음식점업,53189,1687780825,61753,8.0,330.0,305.0,356.0,324.0,187.0,62.0,1047.0,525.0,335.0,341.0,248.0,399.0,249.0,936.0,636.0
2019,3,충남,기타 주점업,1152,171566000,1560,0.0,8.0,12.0,21.0,25.0,19.0,1.0,68.0,18.0,7.0,14.0,12.0,33.0,20.0,1.0,85.0
2019,3,충남,기타음식료품위주종합소매업,99224,6237060815,224049,16.0,225.0,375.0,530.0,619.0,386.0,76.0,1430.0,797.0,240.0,400.0,404.0,721.0,462.0,1289.0,938.0
2019,3,충남,내항 여객 운송업,23,701800,25,0.0,0.0,1.0,2.0,4.0,0.0,0.0,6.0,1.0,0.0,1.0,2.0,4.0,0.0,6.0,1.0
2019,3,충남,마사지업,348,42111000,438,0.0,4.0,8.0,14.0,10.0,8.0,9.0,43.0,10.0,5.0,8.0,11.0,12.0,17.0,0.0,53.0
2019,3,충남,비알콜 음료점업,119191,1513895099,186045,34.0,1275.0,979.0,801.0,851.0,322.0,45.0,2366.0,1941.0,1283.0,1054.0,630.0,973.0,367.0,3203.0,1104.0
2019,3,충남,빵 및 과자류 소매업,129278,2242365214,189406,31.0,743.0,691.0,638.0,550.0,267.0,55.0,1647.0,1328.0,761.0,746.0,499.0,647.0,322.0,2053.0,922.0
2019,3,충남,서양식 음식점업,121973,2566675173,195927,35.0,1161.0,793.0,559.0,518.0,186.0,47.0,1760.0,1539.0,1164.0,877.0,415.0,610.0,233.0,2252.0,1047.0
2019,3,충남,수산물 소매업,19272,1328364744,24243,0.0,50.0,182.0,331.0,471.0,430.0,109.0,966.0,607.0,54.0,203.0,231.0,546.0,539.0,1019.0,554.0
2019,3,충남,슈퍼마켓,297072,13233650793,753058,42.0,1169.0,1063.0,1197.0,1192.0,596.0,112.0,3467.0,1904.0,1254.0,1109.0,888.0,1412.0,708.0,4074.0,1297.0
2019,3,충남,스포츠 및 레크레이션 용품 임대업,33449,3803493854,47338,5.0,105.0,223.0,328.0,278.0,175.0,58.0,683.0,489.0,112.0,250.0,216.0,361.0,233.0,549.0,623.0
2019,3,충남,여관업,10035,587678493,13985,0.0,148.0,221.0,238.0,255.0,83.0,18.0,784.0,179.0,149.0,234.0,183.0,296.0,101.0,541.0,422.0
2019,3,충남,여행사업,558,22578100,1282,0.0,57.0,5.0,8.0,21.0,4.0,1.0,43.0,53.0,56.0,7.0,7.0,21.0,5.0,69.0,27.0
2019,3,충남,욕탕업,16940,408578624,25174,5.0,84.0,112.0,170.0,149.0,110.0,60.0,433.0,257.0,82.0,139.0,103.0,196.0,170.0,218.0,472.0
2019,3,충남,육류 소매업,50014,2258377447,73554,0.0,74.0,140.0,190.0,158.0,120.0,56.0,420.0,318.0,79.0,158.0,115.0,210.0,176.0,227.0,511.0
2019,3,충남,일반유흥 주점업,5590,1184260795,7850,0.0,36.0,57.0,83.0,51.0,28.0,1.0,199.0,57.0,32.0,74.0,47.0,74.0,29.0,43.0,213.0
2019,3,충남,일식 음식점업,26605,1652410477,29780,15.0,334.0,221.0,204.0,297.0,187.0,32.0,817.0,473.0,334.0,253.0,145.0,339.0,219.0,731.0,559.0
2019,3,충남,자동차 임대업,6,3607200,16,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
2019,3,충남,전시 및 행사 대행업,4925,60478900,5545,0.0,28.0,219.0,225.0,105.0,37.0,4.0,353.0,265.0,25.0,256.0,181.0,115.0,41.0,432.0,186.0
2019,3,충남,정기 항공 운송업,56,18347500,57,0.0,1.0,1.0,1.0,8.0,4.0,0.0,8.0,7.0,1.0,1.0,1.0,8.0,4.0,15.0,0.0
2019,3,충남,중식 음식점업,78351,2354045278,96426,19.0,580.0,371.0,362.0,332.0,127.0,47.0,1267.0,571.0,594.0,402.0,266.0,402.0,174.0,1094.0,744.0
2019,3,충남,차량용 가스 충전업,15691,999106132,24036,0.0,51.0,158.0,238.0,247.0,132.0,41.0,641.0,226.0,57.0,169.0,165.0,303.0,173.0,414.0,453.0
2019,3,충남,차량용 주유소 운영업,315385,32947030859,501683,2.0,480.0,1582.0,2170.0,2184.0,1398.0,231.0,5807.0,2240.0,542.0,1730.0,1574.0,2572.0,1629.0,6514.0,1533.0
2019,3,충남,체인화 편의점,576852,13140664421,1747816,71.0,2988.0,2477.0,2572.0,2027.0,830.0,82.0,7295.0,3752.0,3056.0,2771.0,1807.0,2501.0,912.0,9071.0,1976.0
2019,3,충남,피자 햄버거 샌드위치 및 유사 음식점업,144842,2321786514,212645,45.0,1429.0,869.0,541.0,474.0,97.0,30.0,2122.0,1363.0,1465.0,900.0,439.0,554.0,127.0,2496.0,989.0
2019,3,충남,한식 음식점업,777205,32541075773,1169202,61.0,2721.0,3212.0,4343.0,3339.0,2319.0,702.0,10383.0,6314.0,2837.0,3766.0,2794.0,4279.0,3021.0,14313.0,2384.0
2019,3,충남,호텔업,3012,132681165,3841,0.0,49.0,116.0,124.0,47.0,32.0,13.0,236.0,145.0,43.0,133.0,111.0,49.0,45.0,281.0,100.0
2019,3,충남,화장품 및 방향제 소매업,20158,1540116587,24867,20.0,294.0,174.0,175.0,170.0,93.0,46.0,224.0,748.0,303.0,204.0,107.0,219.0,139.0,512.0,460.0
2019,3,충남,휴양콘도 운영업,1300,109216500,1946,0.0,2.0,64.0,141.0,55.0,20.0,4.0,179.0,107.0,2.0,67.0,132.0,61.0,24.0,207.0,79.0
2019,3,충북,건강보조식품 소매업,1194,173216073,1324,0.0,1.0,20.0,25.0,36.0,39.0,17.0,61.0,77.0,2.0,19.0,19.0,42.0,56.0,24.0,114.0
2019,3,충북,골프장 운영업,15762,2371580302,18414,0.0,4.0,34.0,307.0,559.0,347.0,70.0,1040.0,281.0,3.0,44.0,265.0,592.0,417.0,1046.0,275.0
2019,3,충북,과실 및 채소 소매업,17248,623192644,25128,1.0,41.0,110.0,159.0,140.0,102.0,55.0,311.0,297.0,47.0,127.0,94.0,183.0,157.0,142.0,466.0
2019,3,충북,관광 민예품 및 선물용품 소매업,580,22754400,700,0.0,23.0,8.0,16.0,30.0,18.0,6.0,54.0,47.0,23.0,9.0,12.0,33.0,24.0,28.0,73.0
2019,3,충북,그외 기타 스포츠시설 운영업,166,4358360,246,0.0,4.0,9.0,7.0,2.0,1.0,0.0,18.0,5.0,5.0,8.0,6.0,3.0,1.0,0.0,23.0
2019,3,충북,그외 기타 종합 소매업,21774,1690761577,52536,4.0,233.0,152.0,194.0,224.0,122.0,31.0,580.0,380.0,238.0,165.0,146.0,258.0,153.0,500.0,460.0
2019,3,충북,기타 대형 종합 소매업,124824,8183345920,250163,22.0,527.0,715.0,579.0,511.0,198.0,66.0,1530.0,1088.0,569.0,731.0,421.0,633.0,264.0,1553.0,1065.0
2019,3,충북,기타 수상오락 서비스업,72,2880200,130,0.0,4.0,6.0,7.0,3.0,0.0,0.0,14.0,6.0,4.0,6.0,6.0,4.0,0.0,0.0,20.0
2019,3,충북,기타 외국식 음식점업,39055,1319124614,45190,10.0,162.0,236.0,249.0,191.0,113.0,49.0,643.0,367.0,175.0,258.0,161.0,254.0,162.0,341.0,669.0
2019,3,충북,기타 주점업,1368,212560000,1836,0.0,5.0,14.0,29.0,36.0,24.0,2.0,86.0,24.0,6.0,15.0,17.0,46.0,26.0,2.0,108.0
2019,3,충북,기타음식료품위주종합소매업,49543,2892573611,103442,5.0,156.0,213.0,293.0,371.0,234.0,66.0,868.0,470.0,170.0,220.0,199.0,449.0,300.0,587.0,751.0
2019,3,충북,내항 여객 운송업,60,1089000,62,0.0,0.0,2.0,3.0,8.0,5.0,0.0,12.0,6.0,0.0,2.0,3.0,8.0,5.0,9.0,9.0
2019,3,충북,마사지업,163,24251300,248,0.0,2.0,5.0,5.0,10.0,1.0,0.0,21.0,2.0,3.0,4.0,2.0,13.0,1.0,0.0,23.0
2019,3,충북,면세점,127,11137011,142,0.0,0.0,9.0,6.0,12.0,5.0,0.0,24.0,8.0,0.0,10.0,4.0,13.0,5.0,16.0,16.0
2019,3,충북,비알콜 음료점업,72900,908779102,108421,40.0,709.0,571.0,421.0,393.0,129.0,23.0,1287.0,999.0,738.0,615.0,300.0,481.0,152.0,1326.0,960.0
2019,3,충북,빵 및 과자류 소매업,84370,1381976954,122801,26.0,235.0,404.0,389.0,305.0,153.0,50.0,870.0,692.0,272.0,416.0,274.0,397.0,203.0,679.0,883.0
2019,3,충북,서양식 음식점업,71863,1488035862,96594,28.0,848.0,450.0,285.0,264.0,93.0,25.0,1052.0,941.0,840.0,512.0,182.0,341.0,118.0,1127.0,866.0
2019,3,충북,수산물 소매업,4999,219886457,6151,0.0,16.0,49.0,72.0,56.0,50.0,29.0,149.0,123.0,18.0,51.0,47.0,77.0,79.0,28.0,244.0
2019,3,충북,슈퍼마켓,248358,10857023932,638868,31.0,719.0,946.0,935.0,984.0,482.0,95.0,2751.0,1441.0,777.0,982.0,697.0,1159.0,577.0,2927.0,1265.0
2019,3,충북,스포츠 및 레크레이션 용품 임대업,21491,2682519964,26339,9.0,84.0,130.0,193.0,137.0,96.0,54.0,375.0,328.0,90.0,151.0,114.0,198.0,150.0,132.0,571.0
2019,3,충북,여관업,5111,288199875,7259,3.0,92.0,97.0,99.0,118.0,44.0,9.0,363.0,99.0,84.0,116.0,68.0,141.0,53.0,167.0,295.0
2019,3,충북,여행사업,64,6352050,85,0.0,10.0,0.0,0.0,4.0,0.0,0.0,7.0,7.0,10.0,0.0,0.0,4.0,0.0,14.0,0.0
2019,3,충북,욕탕업,12996,264673126,19627,3.0,45.0,82.0,131.0,111.0,97.0,38.0,304.0,203.0,51.0,99.0,71.0,151.0,135.0,77.0,430.0
2019,3,충북,육류 소매업,41296,1897666124,59922,1.0,61.0,128.0,168.0,136.0,118.0,74.0,382.0,304.0,76.0,132.0,94.0,192.0,192.0,125.0,561.0
2019,3,충북,일반유흥 주점업,2707,664146320,3846,0.0,32.0,42.0,56.0,49.0,16.0,2.0,147.0,50.0,34.0,46.0,34.0,65.0,18.0,17.0,180.0
2019,3,충북,일식 음식점업,16313,982942008,18079,8.0,144.0,130.0,136.0,79.0,58.0,20.0,351.0,224.0,140.0,159.0,80.0,118.0,78.0,103.0,472.0
2019,3,충북,자동차 임대업,3,398000,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2019,3,충북,전시 및 행사 대행업,1632,39891500,1972,0.0,6.0,96.0,98.0,62.0,18.0,2.0,178.0,104.0,9.0,102.0,82.0,69.0,20.0,183.0,99.0
2019,3,충북,중식 음식점업,50573,1522395369,60704,12.0,211.0,232.0,264.0,190.0,105.0,46.0,750.0,310.0,226.0,247.0,173.0,263.0,151.0,344.0,716.0
2019,3,충북,차량용 가스 충전업,9604,744405831,15198,0.0,34.0,109.0,160.0,157.0,110.0,37.0,433.0,174.0,40.0,121.0,101.0,198.0,147.0,200.0,407.0
2019,3,충북,차량용 주유소 운영업,223519,22199394338,360328,1.0,406.0,1461.0,2050.0,1981.0,1325.0,211.0,5522.0,1913.0,462.0,1609.0,1450.0,2378.0,1536.0,6060.0,1375.0
2019,3,충북,체인화 편의점,369814,7934523153,1014602,56.0,2098.0,1737.0,1664.0,1402.0,511.0,78.0,5240.0,2306.0,2174.0,1868.0,1197.0,1718.0,589.0,5887.0,1659.0
2019,3,충북,택시 운송업,20,103300,20,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0
2019,3,충북,피자 햄버거 샌드위치 및 유사 음식점업,95108,1441131811,134964,42.0,1058.0,561.0,439.0,350.0,104.0,28.0,1616.0,966.0,1090.0,600.0,327.0,433.0,132.0,1640.0,942.0
2019,3,충북,한식 음식점업,544425,22952482750,792604,50.0,2299.0,2725.0,3512.0,2886.0,1930.0,414.0,8830.0,4986.0,2434.0,3070.0,2275.0,3693.0,2344.0,11906.0,1910.0
2019,3,충북,호텔업,630,36030010,942,0.0,1.0,5.0,13.0,32.0,47.0,5.0,75.0,28.0,1.0,6.0,9.0,35.0,52.0,59.0,44.0
2019,3,충북,화장품 및 방향제 소매업,14620,729328422,17154,16.0,123.0,106.0,124.0,73.0,54.0,33.0,193.0,336.0,132.0,126.0,72.0,112.0,87.0,73.0,456.0
2019,3,충북,휴양콘도 운영업,1235,107431443,1981,0.0,10.0,88.0,112.0,39.0,17.0,2.0,150.0,118.0,11.0,91.0,104.0,43.0,19.0,226.0,42.0
2019,4,강원,건강보조식품 소매업,981,106548473,1042,0.0,2.0,14.0,21.0,28.0,31.0,8.0,50.0,54.0,1.0,16.0,14.0,34.0,39.0,13.0,91.0
2019,4,강원,골프장 운영업,22562,3964893280,28791,0.0,15.0,192.0,472.0,645.0,425.0,118.0,1295.0,572.0,18.0,233.0,395.0,678.0,543.0,1596.0,271.0
2019,4,강원,과실 및 채소 소매업,16802,827683360,23106,0.0,46.0,227.0,261.0,377.0,308.0,72.0,615.0,676.0,50.0,245.0,188.0,428.0,380.0,857.0,434.0
2019,4,강원,관광 민예품 및 선물용품 소매업,658,17905610,774,0.0,34.0,19.0,25.0,53.0,18.0,1.0,66.0,84.0,33.0,20.0,24.0,54.0,19.0,99.0,51.0
2019,4,강원,그외 기타 스포츠시설 운영업,78,5904100,115,0.0,1.0,2.0,3.0,3.0,2.0,0.0,8.0,3.0,1.0,2.0,2.0,4.0,2.0,0.0,11.0
2019,4,강원,그외 기타 종합 소매업,6470,433801770,13802,1.0,9.0,17.0,26.0,26.0,15.0,7.0,58.0,43.0,11.0,18.0,16.0,34.0,22.0,14.0,87.0
2019,4,강원,기타 대형 종합 소매업,103271,7409552190,200551,14.0,636.0,731.0,614.0,543.0,272.0,70.0,1612.0,1268.0,647.0,796.0,440.0,655.0,342.0,1891.0,989.0
2019,4,강원,기타 수상오락 서비스업,69,1507000,77,0.0,3.0,2.0,3.0,0.0,0.0,0.0,4.0,4.0,3.0,3.0,2.0,0.0,0.0,1.0,7.0
2019,4,강원,기타 외국식 음식점업,36660,1084116176,42732,6.0,381.0,171.0,192.0,165.0,92.0,28.0,733.0,302.0,382.0,201.0,116.0,216.0,120.0,487.0,548.0
2019,4,강원,기타 주점업,2098,295860923,2810,0.0,26.0,14.0,27.0,29.0,24.0,4.0,92.0,32.0,21.0,22.0,11.0,42.0,28.0,4.0,120.0
2019,4,강원,기타음식료품위주종합소매업,106511,6986513152,244933,11.0,294.0,312.0,425.0,575.0,426.0,101.0,1330.0,814.0,307.0,331.0,309.0,670.0,527.0,1149.0,995.0
2019,4,강원,내항 여객 운송업,124,2530000,124,0.0,1.0,1.0,10.0,14.0,7.0,0.0,18.0,15.0,1.0,3.0,8.0,14.0,7.0,25.0,8.0
2019,4,강원,마사지업,264,34368000,346,0.0,3.0,6.0,14.0,9.0,5.0,5.0,33.0,9.0,3.0,8.0,6.0,15.0,10.0,0.0,42.0
2019,4,강원,면세점,3,113730,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2019,4,강원,버스 운송업,67,940000,112,0.0,0.0,0.0,1.0,13.0,6.0,0.0,16.0,4.0,0.0,0.0,1.0,13.0,6.0,20.0,0.0
2019,4,강원,비알콜 음료점업,90923,1126021748,140385,26.0,1373.0,730.0,572.0,530.0,230.0,32.0,2115.0,1378.0,1381.0,795.0,432.0,623.0,262.0,2523.0,970.0
2019,4,강원,빵 및 과자류 소매업,69469,1136862948,101656,21.0,613.0,421.0,313.0,248.0,112.0,40.0,886.0,882.0,626.0,450.0,228.0,312.0,152.0,989.0,779.0
2019,4,강원,서양식 음식점업,92262,2006741541,129829,21.0,949.0,760.0,513.0,450.0,172.0,27.0,1546.0,1346.0,953.0,825.0,393.0,522.0,199.0,2051.0,841.0
2019,4,강원,수산물 소매업,7860,517525064,9722,0.0,23.0,138.0,204.0,339.0,354.0,102.0,569.0,591.0,25.0,148.0,160.0,371.0,456.0,920.0,240.0
2019,4,강원,슈퍼마켓,208291,9375852344,493096,56.0,1233.0,1244.0,1545.0,1293.0,790.0,189.0,3864.0,2486.0,1309.0,1456.0,1087.0,1519.0,979.0,4965.0,1385.0
2019,4,강원,스포츠 및 레크레이션 용품 임대업,24585,3118131411,30782,4.0,116.0,124.0,202.0,120.0,92.0,35.0,401.0,292.0,121.0,148.0,109.0,188.0,127.0,142.0,551.0
2019,4,강원,여관업,7797,524674376,10742,0.0,130.0,173.0,176.0,230.0,85.0,11.0,604.0,201.0,128.0,180.0,138.0,263.0,96.0,483.0,322.0
2019,4,강원,여행사업,1168,45807900,1231,0.0,3.0,64.0,79.0,88.0,51.0,1.0,193.0,93.0,4.0,67.0,74.0,89.0,52.0,269.0,17.0
2019,4,강원,욕탕업,10901,224609216,17261,0.0,46.0,55.0,83.0,85.0,52.0,19.0,205.0,135.0,48.0,62.0,40.0,119.0,71.0,47.0,293.0
2019,4,강원,육류 소매업,26636,1390905111,37758,1.0,55.0,106.0,159.0,119.0,106.0,58.0,337.0,267.0,52.0,135.0,90.0,163.0,164.0,174.0,430.0
2019,4,강원,일반유흥 주점업,5420,1298074939,7896,0.0,44.0,49.0,68.0,47.0,30.0,3.0,190.0,51.0,40.0,59.0,34.0,75.0,33.0,27.0,214.0
